row,col,slope,aspect_sin,aspect_cos,rain_r7,elevation,river,twi,curvature,label
12831,5852,0.2276425,-0.9647638,-0.2631174,74.9934,0.2342445,0.58594,0.28597,0.50249183,1.0
12827,6494,0.08102993,-0.6401844,0.76822126,64.58724,0.39635536,0.9064075,0.28363052,0.50252724,1.0
3553,1424,0.20394075,-0.34570536,0.9383431,58.89098,0.22968869,0.36470467,0.28140157,0.5026624,1.0
10440,5409,0.032956913,-0.9486833,0.31622776,67.10485,0.36104783,0.6725615,0.27144217,0.5026172,1.0
997,3988,0.01474932,-0.70710677,-0.70710677,12.80538,0.24525437,0.003756409,0.27971083,0.50259686,0.0
8829,10229,0.0,-1.0,-1.8369701e-16,18.508684,0.28094155,2.277504e-05,0.6110364,0.5025841,0.0
3227,3406,0.06063982,-0.51449573,0.8574929,22.653355,0.19210327,0.7565708,0.2838233,0.50260264,1.0
4761,3281,0.05203983,1.0,6.123234e-17,36.52571,0.2558846,0.8497923,0.2746584,0.50259686,0.0
7592,7997,0.2016032,0.6,-0.8,16.99485,0.3181473,0.0015925053,0.2786591,0.5025063,0.0
10659,5100,0.031268463,-1.0,-1.8369701e-16,75.16061,0.060364466,0.6954959,0.28249198,0.5025597,1.0
7737,3658,0.05203983,1.2246469e-16,-1.0,66.64056,0.22247532,0.9544888,0.28422564,0.502627,0.0
17681,7589,0.087947965,0.70710677,-0.70710677,0.0,0.02164009,0.00035954194,0.28193286,0.50257826,0.0
12500,4175,0.1316743,0.7808688,-0.62469506,89.80487,0.061503418,0.48813766,0.28387314,0.5025649,0.0
4885,1846,0.1240155,0.66436386,0.74740934,68.697136,0.0801063,0.7786262,0.28303245,0.5025052,1.0
12863,6137,0.19437432,0.88378793,0.46788773,67.67069,0.4320425,0.881874,0.28220162,0.502551,1.0
14909,8874,0.032956913,0.31622776,-0.9486833,24.582771,0.30941534,0.8635025,0.28599134,0.5025928,0.0
9929,6171,0.085500166,0.9701425,-0.24253562,24.566427,0.42786637,0.89638317,0.2804955,0.502551,0.0
8275,2474,0.010430277,1.0,6.123234e-17,83.90725,0.011389522,0.82941,0.28374562,0.50257826,0.0
6816,4326,0.08361496,0.86824316,0.49613893,34.662426,0.2634776,0.9151163,0.28157356,0.50261253,1.0
9460,6126,0.26190314,-0.82622737,0.56333685,35.77966,0.7239939,0.69858915,0.27960783,0.50233054,1.0
